record_id,year,month,quarter,country,area_type,ev_brand,ev_model,ev_type,vehicle_segment,buyer_type,price_usd,government_incentive_type,incentive_amount_usd,effective_price_usd,range_km,battery_capacity_kwh,primary_charging_type,charging_time_hours,charging_station_access,annual_mileage_km,electricity_cost_per_km_usd,co2_savings_kg_per_year,resale_value_pct_3yr,adas_level,adoption_reason,previous_vehicle_type,top_concern_before_buying,customer_gender,customer_age_group,customer_satisfaction,would_recommend
EV0002907,2022,2,Q1,UK,Urban,Kia,EV9,Battery Electric Vehicle (BEV),SUV,Individual,43836,Tax Credit,3317,40519,580,111.2,DC Fast Charging,1.0,Average,52458,0.086,3681,64.6,Level 2+,Technology Appeal,Hybrid,Battery Life,Male,25-34,Satisfied,Maybe
EV0002908,2021,8,Q3,Sweden,Rural,Nissan,Ariya,Battery Electric Vehicle (BEV),SUV,Individual,36363,Reduced Registration Fee,831,35532,296,84.0,Public AC Charging,2.1,Poor,30313,0.025,3790,49.6,Level 2,Government Incentive,First Vehicle,Charging Infrastructure,Female,45-54,Satisfied,No
EV0002909,2023,7,Q3,Italy,Urban,BMW,i7,Hybrid Electric (HEV),Sedan,Individual,59460,Multiple Incentives,5824,53636,40,4.5,Home Charging,10.7,Excellent,30425,0.051,742,59.8,Level 2+,Performance,Petrol/Gasoline ICE,High Price,Male,25-34,Neutral,Yes
EV0002910,2021,9,Q3,France,Urban,BYD,Seal,Battery Electric Vehicle (BEV),Luxury,Individual,46101,Reduced Registration Fee,1246,44855,372,44.6,Home Charging,7.4,Poor,24159,0.036,1983,65.2,Level 2+,Performance,Petrol/Gasoline ICE,None/No Concern,Male,25-34,Satisfied,Maybe
EV0002911,2024,2,Q1,Canada,Urban,Rivian,R1T,Battery Electric Vehicle (BEV),SUV,Fleet/Corporate,77771,Tax Credit,2805,74966,513,106.9,DC Fast Charging,0.5,Excellent,21710,0.091,3982,74.9,Level 2+,Government Incentive,Petrol/Gasoline ICE,Range Anxiety,Male,35-44,Satisfied,Yes
EV0002912,2022,6,Q2,UK,Suburban,BYD,Seal,Plug-in Hybrid (PHEV),Sedan,Government,27394,None,0,27394,119,12.7,Home Charging,7.1,Average,25743,0.104,1921,68.8,Level 0,Environmental Concern,Petrol/Gasoline ICE,Resale Value,Male,25-34,Satisfied,No
EV0002913,2024,11,Q4,Sweden,Urban,Tesla,Model Y,Battery Electric Vehicle (BEV),SUV,Individual,44548,Direct Subsidy,5180,39368,787,86.0,Home Charging,6.6,Good,11663,0.115,2672,53.1,Level 3,Lower Running Cost,Diesel ICE,Resale Value,Male,18-24,Neutral,Yes
EV0002914,2023,2,Q1,South Korea,Suburban,Hyundai,Kona Electric,Plug-in Hybrid (PHEV),SUV,Fleet/Corporate,45528,None,0,45528,60,12.4,Supercharger Network,0.6,Average,25838,0.042,910,79.9,Level 2+,Performance,Petrol/Gasoline ICE,Battery Life,Prefer not to say,25-34,Neutral,Yes
EV0002915,2023,7,Q3,China,Urban,Tesla,Cybertruck,Battery Electric Vehicle (BEV),Sedan,Individual,43894,Tax Credit,5609,38285,583,57.8,Home Charging,11.5,Good,10470,0.09,2857,60.4,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,High Price,Male,35-44,Neutral,Maybe
EV0002916,2024,9,Q3,China,Suburban,Hyundai,IONIQ 6,Plug-in Hybrid (PHEV),Hatchback,Rideshare/Taxi,33342,Multiple Incentives,9503,23839,48,19.1,Home Charging,11.7,Average,10222,0.033,821,54.2,Level 2,Environmental Concern,Diesel ICE,Resale Value,Prefer not to say,45-54,Very Satisfied,No
EV0002917,2022,5,Q2,USA,Urban,Tesla,Model X,Plug-in Hybrid (PHEV),Hatchback,Fleet/Corporate,34591,Reduced Registration Fee,539,34052,45,21.1,Home Charging,9.3,Very Poor,31435,0.025,1119,72.6,Level 2,Technology Appeal,Petrol/Gasoline ICE,High Price,Male,25-34,Satisfied,Maybe
EV0002918,2021,2,Q1,UK,Urban,Volvo,XC40 Recharge,Hybrid Electric (HEV),Van/MPV,Individual,60643,Direct Subsidy,10706,49937,31,5.4,Home Charging,9.1,Average,18298,0.074,292,60.0,Level 3,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Male,45-54,Satisfied,Yes
EV0002919,2020,11,Q4,Australia,Rural,BYD,Atto 3,Hybrid Electric (HEV),SUV,Fleet/Corporate,31826,None,0,31826,32,2.5,Workplace Charging,7.9,Good,51008,0.089,191,66.1,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Battery Life,Male,25-34,Very Satisfied,Maybe
EV0002920,2024,5,Q2,China,Urban,Chevrolet,Bolt EV,Plug-in Hybrid (PHEV),SUV,Individual,37380,Multiple Incentives,14390,22990,42,14.2,DC Fast Charging,1.2,Good,34300,0.101,1208,50.8,Level 3,Lower Running Cost,Petrol/Gasoline ICE,High Price,Male,35-44,Satisfied,No
EV0002921,2022,11,Q4,Italy,Suburban,Rivian,R1T,Plug-in Hybrid (PHEV),SUV,Fleet/Corporate,74242,Multiple Incentives,14227,60015,89,11.6,DC Fast Charging,0.8,Poor,9208,0.073,1873,52.3,Level 2+,Government Incentive,Petrol/Gasoline ICE,Charging Infrastructure,Male,25-34,Neutral,No
EV0002922,2024,11,Q4,UAE,Suburban,Hyundai,IONIQ 6,Battery Electric Vehicle (BEV),SUV,Rideshare/Taxi,42016,None,0,42016,287,78.5,DC Fast Charging,0.6,Very Poor,13796,0.026,1584,60.8,Level 0,Lower Running Cost,First Vehicle,Resale Value,Female,35-44,Satisfied,Yes
EV0002923,2022,6,Q2,Norway,Suburban,Volkswagen,ID.6,Battery Electric Vehicle (BEV),Hatchback,Rental Company,32066,Direct Subsidy,13014,19052,609,97.5,Home Charging,6.4,Very Poor,14594,0.079,2098,76.9,Level 2,Brand Image,Diesel ICE,Resale Value,Male,65+,Dissatisfied,No
EV0002924,2020,11,Q4,Sweden,Rural,BYD,Dolphin,Plug-in Hybrid (PHEV),SUV,Fleet/Corporate,31867,Direct Subsidy,14818,17049,93,15.7,Home Charging,9.3,Poor,48525,0.065,689,49.3,Level 1,Technology Appeal,Petrol/Gasoline ICE,Range Anxiety,Male,25-34,Satisfied,Maybe
EV0002925,2022,8,Q3,Canada,Urban,Stellantis,Opel Mokka-e,Hybrid Electric (HEV),SUV,Individual,31644,Free Charging,2590,29054,54,6.4,Home Charging,6.3,Very Poor,32490,0.089,292,50.9,Level 3,Performance,Petrol/Gasoline ICE,Resale Value,Male,45-54,Neutral,Yes
EV0002926,2024,11,Q4,China,Urban,Tesla,Model S,Plug-in Hybrid (PHEV),Pickup Truck,Rideshare/Taxi,53443,Tax Credit,6925,46518,77,14.7,Workplace Charging,6.7,Excellent,23870,0.075,1959,71.2,Level 2,Corporate Policy,Diesel ICE,High Price,Male,35-44,Very Satisfied,Yes
EV0002927,2022,5,Q2,Germany,Urban,Nissan,Ariya,Battery Electric Vehicle (BEV),SUV,Individual,35866,Multiple Incentives,13019,22847,618,49.7,Home Charging,11.3,Average,14163,0.096,1865,64.9,Level 0,Technology Appeal,Another EV,Charging Time,Prefer not to say,45-54,Satisfied,Yes
EV0002928,2021,6,Q2,South Korea,Rural,BYD,Tang,Battery Electric Vehicle (BEV),Pickup Truck,Individual,34804,Free Charging,2420,32384,492,57.3,Home Charging,7.9,Excellent,16038,0.04,1691,58.4,Level 2,Lower Running Cost,Petrol/Gasoline ICE,Resale Value,Prefer not to say,35-44,Very Satisfied,Yes
EV0002929,2024,7,Q3,USA,Rural,Volkswagen,ID.4,Plug-in Hybrid (PHEV),SUV,Individual,41871,Direct Subsidy,4162,37709,54,22.4,Home Charging,8.0,Average,22158,0.053,1208,72.3,Level 2+,Environmental Concern,Diesel ICE,Charging Infrastructure,Male,35-44,Satisfied,Yes
EV0002930,2024,1,Q1,Pakistan,Urban,Hyundai,IONIQ 6,Plug-in Hybrid (PHEV),Van/MPV,Individual,41691,Tax Credit,6786,34905,119,15.5,DC Fast Charging,1.5,Excellent,19909,0.084,659,47.2,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Range Anxiety,Male,45-54,Very Satisfied,Yes
EV0002931,2024,12,Q4,Germany,Rural,Lucid Motors,Air Grand Touring,Plug-in Hybrid (PHEV),Sedan,Individual,88967,None,0,88967,75,9.8,Home Charging,11.3,Good,12932,0.047,1526,57.7,Level 2,Environmental Concern,Hybrid,Resale Value,Male,18-24,Very Satisfied,Maybe
EV0002932,2021,1,Q1,Australia,Urban,Tesla,Cybertruck,Hybrid Electric (HEV),Sedan,Fleet/Corporate,44077,Multiple Incentives,15730,28347,46,2.4,DC Fast Charging,1.1,Poor,33805,0.036,709,78.2,Level 0,Government Incentive,Diesel ICE,None/No Concern,Male,25-34,Very Satisfied,Yes
EV0002933,2023,12,Q4,South Korea,Rural,Hyundai,IONIQ 5,Hybrid Electric (HEV),SUV,Fleet/Corporate,48084,Tax Credit,4590,43494,41,7.9,Public AC Charging,2.2,Excellent,31594,0.055,139,56.7,Level 2,Government Incentive,Diesel ICE,Range Anxiety,Female,55-64,Very Satisfied,Maybe
EV0002934,2024,4,Q2,Brazil,Rural,Chevrolet,Silverado EV,Plug-in Hybrid (PHEV),Van/MPV,Individual,34181,Free Charging,691,33490,119,19.8,Supercharger Network,0.4,Excellent,9771,0.111,1811,69.2,Level 2,Technology Appeal,Diesel ICE,Resale Value,Female,45-54,Dissatisfied,No
EV0002935,2023,5,Q2,Germany,Urban,Volkswagen,ID.6,Hybrid Electric (HEV),SUV,Rideshare/Taxi,42902,None,0,42902,50,2.1,Home Charging,7.2,Excellent,22309,0.049,751,75.3,Level 2+,Performance,Petrol/Gasoline ICE,Range Anxiety,Female,25-34,Neutral,Yes
EV0002936,2023,8,Q3,Italy,Urban,Audi,e-tron GT,Plug-in Hybrid (PHEV),Hatchback,Government,50415,Tax Credit,4399,46016,102,20.1,Home Charging,10.6,Poor,27369,0.077,1085,51.5,Level 1,Corporate Policy,First Vehicle,Charging Infrastructure,Female,25-34,Very Satisfied,Yes
EV0002937,2023,4,Q2,China,Suburban,Tesla,Cybertruck,Plug-in Hybrid (PHEV),SUV,Rideshare/Taxi,45241,Tax Credit,4124,41117,74,20.7,Home Charging,9.6,Poor,5895,0.06,1243,73.4,Level 2+,Government Incentive,Petrol/Gasoline ICE,None/No Concern,Male,25-34,Satisfied,Yes
EV0002938,2024,4,Q2,Brazil,Urban,Volkswagen,ID.Buzz,Hybrid Electric (HEV),Sports Car,Individual,43883,Direct Subsidy,10225,33658,22,6.1,Workplace Charging,7.4,Average,8168,0.039,204,54.9,Level 2+,Technology Appeal,Diesel ICE,Charging Time,Female,65+,Very Satisfied,Yes
EV0002939,2020,2,Q1,USA,Urban,Audi,e-tron,Battery Electric Vehicle (BEV),SUV,Individual,75634,None,0,75634,552,107.6,Public AC Charging,3.1,Excellent,25924,0.078,3634,50.5,Level 2+,Environmental Concern,Petrol/Gasoline ICE,Battery Life,Prefer not to say,55-64,Neutral,Yes
EV0002940,2022,2,Q1,China,Rural,Audi,e-tron,Plug-in Hybrid (PHEV),Hatchback,Individual,55490,Tax Credit,7329,48161,49,11.8,Home Charging,6.1,Average,23296,0.052,1184,49.1,Level 3,Brand Image,Diesel ICE,Range Anxiety,Female,25-34,Neutral,Yes
EV0002941,2024,10,Q4,Germany,Suburban,Volkswagen,ID.3,Battery Electric Vehicle (BEV),Pickup Truck,Individual,45534,Direct Subsidy,8005,37529,341,61.1,Workplace Charging,5.7,Average,32948,0.107,2402,67.0,Level 2+,Government Incentive,Hybrid,High Price,Male,45-54,Neutral,Yes
EV0002942,2022,3,Q1,Germany,Urban,Tesla,Model S,Hybrid Electric (HEV),Hatchback,Individual,33386,Reduced Registration Fee,979,32407,43,6.4,Supercharger Network,0.3,Excellent,16263,0.103,191,59.4,Level 1,Lower Running Cost,Diesel ICE,Charging Time,Male,45-54,Very Dissatisfied,No
EV0002943,2023,10,Q4,Germany,Rural,BYD,Seal,Plug-in Hybrid (PHEV),SUV,Rideshare/Taxi,28064,Free Charging,2806,25258,63,24.8,Home Charging,11.2,Average,8721,0.02,529,47.3,Level 2,Environmental Concern,Petrol/Gasoline ICE,Charging Time,Male,25-34,Very Satisfied,Yes
EV0002944,2024,12,Q4,Spain,Rural,BMW,i7,Battery Electric Vehicle (BEV),Van/MPV,Individual,67160,Tax Credit,4774,62386,531,55.5,DC Fast Charging,1.4,Average,11462,0.038,3978,64.7,Level 3,Brand Image,Petrol/Gasoline ICE,Charging Infrastructure,Male,25-34,Neutral,Yes
EV0002945,2024,1,Q1,China,Urban,Tesla,Cybertruck,Plug-in Hybrid (PHEV),SUV,Rental Company,49783,None,0,49783,66,13.4,Public AC Charging,2.0,Average,42200,0.031,501,78.2,Level 1,Performance,Hybrid,Battery Life,Female,25-34,Very Satisfied,Maybe
EV0002946,2024,7,Q3,Brazil,Urban,BYD,Atto 3,Battery Electric Vehicle (BEV),SUV,Individual,29270,None,0,29270,435,88.2,Home Charging,9.1,Good,13386,0.093,3327,47.8,Level 3,Environmental Concern,Petrol/Gasoline ICE,Battery Life,Male,25-34,Satisfied,Maybe
EV0002947,2020,11,Q4,China,Suburban,Nissan,Leaf,Hybrid Electric (HEV),Sedan,Government,30691,Reduced Registration Fee,1246,29445,34,7.9,Public AC Charging,4.5,Poor,10384,0.09,687,49.8,Level 2,Performance,Diesel ICE,Range Anxiety,Female,35-44,Very Satisfied,Yes
EV0002948,2020,2,Q1,Canada,Suburban,Hyundai,Kona Electric,Battery Electric Vehicle (BEV),Pickup Truck,Government,53822,Tax Credit,5160,48662,608,89.5,Home Charging,10.3,Good,14998,0.027,4148,68.0,Level 1,Performance,Another EV,Range Anxiety,Female,45-54,Very Satisfied,Yes
EV0002949,2022,3,Q1,Germany,Urban,Kia,EV6,Battery Electric Vehicle (BEV),Sports Car,Individual,52890,Direct Subsidy,4164,48726,342,82.9,Home Charging,11.6,Good,11688,0.094,4215,78.9,Level 2,Technology Appeal,Petrol/Gasoline ICE,Charging Infrastructure,Female,25-34,Very Satisfied,Yes
EV0002950,2023,11,Q4,India,Rural,Rivian,R1T,Plug-in Hybrid (PHEV),Hatchback,Individual,57182,None,0,57182,82,15.1,Public AC Charging,5.9,Excellent,22424,0.088,1337,46.8,Level 2+,Environmental Concern,Diesel ICE,Charging Infrastructure,Male,45-54,Very Satisfied,No
EV0002951,2024,5,Q2,USA,Urban,BMW,iX,Battery Electric Vehicle (BEV),Pickup Truck,Fleet/Corporate,73640,None,0,73640,303,87.7,Public AC Charging,2.2,Poor,23499,0.113,1901,70.6,Level 2,Government Incentive,Diesel ICE,Range Anxiety,Female,25-34,Very Satisfied,Yes
EV0002952,2024,3,Q1,Germany,Urban,Chevrolet,Bolt EUV,Hybrid Electric (HEV),SUV,Individual,37468,Free Charging,2527,34941,43,1.9,Public AC Charging,2.4,Good,17946,0.118,496,56.5,Level 3,Lower Running Cost,Petrol/Gasoline ICE,Range Anxiety,Prefer not to say,25-34,Very Satisfied,No
EV0002953,2021,4,Q2,Netherlands,Urban,BMW,i3,Battery Electric Vehicle (BEV),Sedan,Individual,60534,None,0,60534,503,58.7,Home Charging,8.8,Average,10279,0.099,2186,70.6,Level 1,Environmental Concern,Diesel ICE,Battery Life,Male,35-44,Very Satisfied,Yes
EV0002954,2022,12,Q4,Germany,Urban,Hyundai,IONIQ 5,Plug-in Hybrid (PHEV),Van/MPV,Rideshare/Taxi,40412,Direct Subsidy,9179,31233,119,9.4,Public AC Charging,5.6,Good,10566,0.042,921,66.3,Level 2+,Environmental Concern,Diesel ICE,High Price,Prefer not to say,25-34,Satisfied,Yes
EV0002955,2023,5,Q2,Italy,Rural,BYD,Han,Battery Electric Vehicle (BEV),Sedan,Individual,26085,Direct Subsidy,3736,22349,307,71.0,DC Fast Charging,0.5,Excellent,12869,0.104,2160,60.6,Level 3,Performance,First Vehicle,Battery Life,Male,45-54,Satisfied,Yes
EV0002956,2021,9,Q3,Canada,Suburban,BYD,Han,Battery Electric Vehicle (BEV),Pickup Truck,Individual,32871,Multiple Incentives,18949,13922,409,113.7,Public AC Charging,2.8,Good,7224,0.06,3044,79.1,Level 0,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Prefer not to say,65+,Neutral,Yes
EV0002957,2024,2,Q1,China,Rural,Volvo,C40 Recharge,Battery Electric Vehicle (BEV),Sedan,Individual,47354,Reduced Registration Fee,1014,46340,481,109.1,Public AC Charging,2.7,Average,15969,0.082,3824,66.9,Level 2,Government Incentive,Petrol/Gasoline ICE,Range Anxiety,Male,18-24,Very Satisfied,No
EV0002958,2023,4,Q2,India,Urban,Mercedes-Benz,EQS,Battery Electric Vehicle (BEV),SUV,Individual,88950,Tax Credit,4851,84099,615,49.3,Public AC Charging,3.0,Excellent,21276,0.098,3170,47.1,Level 0,Environmental Concern,Petrol/Gasoline ICE,High Price,Female,25-34,Satisfied,Maybe
EV0002959,2021,11,Q4,China,Urban,Stellantis,Jeep Avenger,Hybrid Electric (HEV),SUV,Individual,34590,None,0,34590,51,2.7,Home Charging,10.3,Average,23492,0.055,417,57.0,Level 2,Environmental Concern,Petrol/Gasoline ICE,Resale Value,Male,18-24,Satisfied,Maybe
EV0002960,2023,1,Q1,UK,Suburban,Volkswagen,ID.Buzz,Battery Electric Vehicle (BEV),SUV,Individual,42785,Direct Subsidy,14743,28042,441,62.4,Supercharger Network,0.8,Poor,30285,0.087,2461,60.0,Level 2+,Corporate Policy,Petrol/Gasoline ICE,Charging Infrastructure,Male,45-54,Neutral,Maybe
EV0002961,2022,11,Q4,USA,Rural,BYD,Dolphin,Hybrid Electric (HEV),Sedan,Individual,27421,None,0,27421,31,4.7,Workplace Charging,6.3,Average,29734,0.113,776,54.4,Level 2,Government Incentive,Hybrid,High Price,Male,35-44,Satisfied,Yes
EV0002962,2024,3,Q1,Germany,Suburban,BYD,Han,Plug-in Hybrid (PHEV),SUV,Individual,27388,Tax Credit,2269,25119,116,17.2,Public AC Charging,3.1,Good,40099,0.083,1846,70.0,Level 0,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Male,45-54,Very Satisfied,Yes
EV0002963,2022,11,Q4,Japan,Urban,Volkswagen,ID.Buzz,Plug-in Hybrid (PHEV),SUV,Individual,40169,None,0,40169,60,13.4,Public AC Charging,4.3,Excellent,18237,0.105,1780,46.6,Level 2+,Performance,Hybrid,Range Anxiety,Female,35-44,Dissatisfied,Yes
EV0002964,2024,2,Q1,UK,Rural,BYD,Dolphin,Plug-in Hybrid (PHEV),SUV,Government,27725,Tax Credit,2556,25169,74,13.6,Supercharger Network,0.6,Good,36657,0.107,1167,48.3,Level 2+,Environmental Concern,Petrol/Gasoline ICE,High Price,Female,35-44,Satisfied,No
EV0002965,2022,12,Q4,South Korea,Urban,Kia,EV9,Plug-in Hybrid (PHEV),Sedan,Individual,37378,None,0,37378,72,10.7,Home Charging,11.9,Average,16738,0.052,1936,63.9,Level 2,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Prefer not to say,25-34,Satisfied,Yes
EV0002966,2022,3,Q1,China,Rural,Renault,Megane E-Tech,Battery Electric Vehicle (BEV),SUV,Individual,30735,Multiple Incentives,9319,21416,228,69.4,Home Charging,10.9,Very Poor,23879,0.059,4111,51.1,Level 0,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Male,25-34,Very Satisfied,Yes
EV0002967,2024,6,Q2,India,Urban,Hyundai,Kona Electric,Hybrid Electric (HEV),Luxury,Fleet/Corporate,60947,Multiple Incentives,14988,45959,40,2.1,DC Fast Charging,1.1,Average,17218,0.045,150,66.6,Level 2+,Environmental Concern,Another EV,High Price,Male,55-64,Very Satisfied,Maybe
EV0002968,2023,5,Q2,USA,Rural,BYD,Seal,Battery Electric Vehicle (BEV),SUV,Individual,30699,None,0,30699,307,98.1,Public AC Charging,3.1,Good,37829,0.071,1985,78.1,Level 2+,Environmental Concern,Diesel ICE,Resale Value,Female,35-44,Very Satisfied,Yes
EV0002969,2022,12,Q4,France,Rural,BYD,Atto 3,Hybrid Electric (HEV),SUV,Fleet/Corporate,32732,Reduced Registration Fee,978,31754,34,6.8,DC Fast Charging,0.4,Good,24560,0.064,638,45.3,Level 2,Lower Running Cost,Petrol/Gasoline ICE,High Price,Male,55-64,Very Satisfied,Yes
EV0002970,2020,8,Q3,China,Rural,Kia,EV6,Battery Electric Vehicle (BEV),Sedan,Individual,38290,Multiple Incentives,17754,20536,361,110.6,Home Charging,10.4,Good,18474,0.12,3008,72.7,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Charging Time,Female,25-34,Very Satisfied,Yes
EV0002971,2021,12,Q4,Japan,Urban,NIO,ET7,Hybrid Electric (HEV),Sedan,Individual,50164,Free Charging,2985,47179,29,5.8,Workplace Charging,7.1,Good,13855,0.091,616,65.4,Level 2,Environmental Concern,Petrol/Gasoline ICE,High Price,Male,35-44,Dissatisfied,Yes
EV0002972,2023,6,Q2,Australia,Rural,BMW,iX,Plug-in Hybrid (PHEV),SUV,Individual,68416,None,0,68416,80,16.1,DC Fast Charging,0.4,Good,15414,0.07,906,59.3,Level 2+,Government Incentive,Petrol/Gasoline ICE,Range Anxiety,Female,35-44,Satisfied,Yes
EV0002973,2022,5,Q2,Italy,Urban,Audi,e-tron GT,Battery Electric Vehicle (BEV),Sedan,Individual,67790,Multiple Incentives,14183,53607,574,115.3,DC Fast Charging,1.3,Excellent,13285,0.083,3629,57.7,Level 3,Government Incentive,Hybrid,High Price,Male,45-54,Very Satisfied,Yes
EV0002974,2023,7,Q3,UK,Urban,Renault,Kangoo E-Tech,Hybrid Electric (HEV),SUV,Individual,31146,None,0,31146,20,1.0,Supercharger Network,0.5,Average,47180,0.12,620,74.4,Level 2+,Lower Running Cost,Diesel ICE,High Price,Female,18-24,Dissatisfied,Yes
EV0002975,2020,6,Q2,UK,Suburban,Tesla,Model Y,Battery Electric Vehicle (BEV),Sports Car,Individual,62947,Direct Subsidy,12616,50331,700,110.1,Public AC Charging,2.6,Excellent,20124,0.058,3862,54.3,Level 3,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Male,55-64,Satisfied,No
EV0002976,2021,10,Q4,USA,Urban,BYD,Atto 3,Hybrid Electric (HEV),Luxury,Individual,42563,Multiple Incentives,16852,25711,42,5.0,Home Charging,11.0,Poor,25976,0.068,344,67.0,Level 3,Government Incentive,Petrol/Gasoline ICE,Charging Infrastructure,Male,45-54,Satisfied,Yes
EV0002977,2020,10,Q4,Netherlands,Urban,MG Motor,MG ZS EV,Plug-in Hybrid (PHEV),SUV,Government,28512,None,0,28512,103,18.0,Public AC Charging,4.0,Excellent,16779,0.027,534,64.8,Level 2+,Technology Appeal,Another EV,Range Anxiety,Male,45-54,Very Satisfied,Yes
EV0002978,2024,9,Q3,Spain,Rural,Kia,Niro EV,Battery Electric Vehicle (BEV),Sedan,Individual,39695,Direct Subsidy,12761,26934,391,43.0,Public AC Charging,2.8,Poor,23026,0.062,2063,71.9,Level 2+,Government Incentive,Another EV,Range Anxiety,Male,35-44,Very Satisfied,Yes
EV0002979,2022,3,Q1,Netherlands,Urban,Volkswagen,ID.6,Battery Electric Vehicle (BEV),SUV,Individual,43507,None,0,43507,602,41.8,Public AC Charging,4.6,Good,18544,0.077,4129,66.7,Level 2,Lower Running Cost,Petrol/Gasoline ICE,High Price,Male,45-54,Satisfied,Yes
EV0002980,2022,11,Q4,Denmark,Rural,Mercedes-Benz,EQE,Battery Electric Vehicle (BEV),Hatchback,Individual,62731,Tax Credit,3085,59646,310,56.2,Public AC Charging,5.3,Good,16067,0.079,2057,51.4,Level 2,Government Incentive,First Vehicle,Battery Life,Female,35-44,Very Satisfied,Yes
EV0002981,2024,9,Q3,India,Urban,Lucid Motors,Air Grand Touring,Plug-in Hybrid (PHEV),Sedan,Fleet/Corporate,89118,Free Charging,586,88532,113,10.2,Home Charging,6.3,Good,8227,0.075,746,75.0,Level 2+,Environmental Concern,Petrol/Gasoline ICE,High Price,Female,25-34,Very Dissatisfied,Yes
EV0002982,2022,10,Q4,Australia,Rural,Volkswagen,ID.6,Plug-in Hybrid (PHEV),SUV,Rental Company,43332,Multiple Incentives,15427,27905,109,15.7,Public AC Charging,3.0,Good,35688,0.092,513,76.4,Level 3,Performance,Petrol/Gasoline ICE,High Price,Female,25-34,Satisfied,Yes
EV0002983,2024,3,Q1,USA,Suburban,Tesla,Model X,Plug-in Hybrid (PHEV),Hatchback,Government,32484,Tax Credit,4819,27665,98,16.2,Home Charging,7.9,Average,24882,0.047,1876,55.9,Level 1,Government Incentive,Petrol/Gasoline ICE,Resale Value,Male,35-44,Dissatisfied,Maybe
EV0002984,2021,5,Q2,USA,Suburban,BYD,Dolphin,Plug-in Hybrid (PHEV),Luxury,Fleet/Corporate,41001,Tax Credit,2978,38023,96,10.4,Home Charging,11.4,Good,8884,0.043,1420,50.1,Level 0,Government Incentive,Hybrid,High Price,Female,25-34,Satisfied,Yes
EV0002985,2020,5,Q2,Pakistan,Urban,MG Motor,MG 4,Battery Electric Vehicle (BEV),Sedan,Individual,23088,Reduced Registration Fee,2772,20316,360,85.6,Workplace Charging,6.0,Average,8087,0.119,2095,54.9,Level 2+,Corporate Policy,Another EV,Charging Infrastructure,Male,25-34,Very Satisfied,Yes
EV0002986,2024,9,Q3,Norway,Urban,Volkswagen,ID.Buzz,Plug-in Hybrid (PHEV),Hatchback,Individual,30483,Tax Credit,3700,26783,60,24.9,DC Fast Charging,0.8,Average,36023,0.065,1374,79.4,Level 3,Government Incentive,First Vehicle,High Price,Female,18-24,Satisfied,Yes
EV0002987,2024,8,Q3,China,Rural,BMW,i4,Plug-in Hybrid (PHEV),Hatchback,Individual,47790,Reduced Registration Fee,2412,45378,72,12.5,Home Charging,7.4,Good,22529,0.034,1876,71.5,Level 0,Lower Running Cost,First Vehicle,Range Anxiety,Male,45-54,Very Satisfied,Yes
EV0002988,2022,12,Q4,Norway,Urban,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Sedan,Individual,37949,Tax Credit,5840,32109,604,119.8,Home Charging,8.9,Very Poor,4787,0.032,1918,65.4,Level 2,Environmental Concern,Diesel ICE,Charging Infrastructure,Female,25-34,Satisfied,Yes
